Genre,user_id,item_id,Season
Classical,61036,3886,office
Rap,18716,3769,other
Rap,30012,80,get-together
Rap,50557,3348,Summer
Classical,36226,1811,get-together
Rap,71834,3327,Christmas
Rap,66088,3755,Christmas
Rap,63210,3211,get-together
Hard rock,96977,2716,office
Rap,77268,5631,get-together
Rap,69675,30,Summer
Rap,20115,822,Summer
Rap,81459,3563,get-together
Rap,3494,4808,other
Rap,2904,4572,get-together
Rap,32973,65,Christmas
Rap,90812,4567,get-together
Rap,93891,2291,Summer
Rap,93715,3600,holiday
Rap,94801,2714,get-together
Rap,55415,890,Christmas
Rap,81340,492,Christmas
Rap,38964,2821,Christmas
Rap,50461,36,Christmas
Rap,11313,2772,office
Rap,8977,2620,Summer
Rap,47450,5408,Summer
Rap,31683,2890,Christmas
Rap,66358,5306,get-together
Rap,34001,1421,get-together
Rap,52703,100,Summer
Rap,91130,946,Christmas
Rap,98866,3758,Summer
Rap,38314,2181,Christmas
Rap,13907,88,Summer
Rap,61868,1982,Summer
Rap,3494,3384,other
Rap,72210,29,Summer
Hard rock,29654,3600,other
Rap,5241,201,Christmas
Hard rock,102803,517,Christmas
Rap,104317,3166,Daily
Classical,18086,523,other
Hard rock,98044,3144,office
Rap,13826,1987,get-together
Rap,70048,1901,Christmas
Rap,94085,2991,Summer
Rap,74272,35,Summer
Rap,57562,3568,Christmas
Hard rock,18661,100,Summer
Classical,76096,3697,Christmas
Rap,87761,41,Summer
Rap,23178,0,Summer
Hard rock,35415,1275,Daily
Rap,46676,3707,Christmas
Rap,88666,7,Summer
Classical,32105,2566,Summer
Rap,100324,10,Christmas
Rap,58112,2599,Summer
Rap,75752,28,Summer
Rap,19999,1573,get-together
Rap,11678,33,Summer
Rap,61777,2350,get-together
Rap,6577,1775,Summer
Rap,85757,595,Summer
Hard rock,90435,42,get-together
Rap,75771,5554,Christmas
Rap,28253,2792,Daily
Rap,58641,972,other
Hard rock,49053,2630,other
Rap,3287,3061,get-together
Rap,63073,1368,get-together
Rap,2010,5182,holiday
Rap,50696,3171,office
Rap,74343,3967,Daily
Classical,28680,3737,get-together
Rap,6519,100,Summer
Classical,11651,1189,other
Rap,3083,47,Summer
Rap,48223,17,Christmas
Classical,76702,1967,get-together
Rap,17653,3347,get-together
Rap,6586,700,holiday
Rap,88476,3208,Summer
Rap,6671,1917,Christmas
Rap,61223,3912,get-together
Rap,19122,2666,Christmas
Rap,85773,3,office
Rap,15959,2202,Daily
Rap,75955,1284,Daily
Rap,31244,299,Summer
Rap,4458,2801,Daily
Rap,43651,2496,office
Rap,94767,1313,Christmas
Rap,54371,2175,Summer
Rap,70525,38,Summer
Classical,10240,2672,office
Rap,61309,1317,Christmas
Rap,3262,1174,get-together
Rap,100414,3256,Summer
Rap,74124,320,office
Rap,87002,1763,Christmas
Rap,43511,78,get-together
Classical,50799,4932,other
Rap,21118,2009,Christmas
Rap,38030,2233,office
Classical,25175,1847,Summer
Rap,75693,2647,Summer
Rap,39815,29,other
Classical,20861,1097,Daily
Rap,2492,4569,get-together
Rap,33691,4422,Daily
Rap,103851,5075,get-together
Rap,77986,1695,Summer
Classical,22673,5823,Daily
Rap,46721,1327,Summer
Rap,7695,833,office
Rap,2285,51,Summer
Rap,84847,1597,office
Rap,13822,98,other
Rap,1852,3090,other
Rap,74907,3620,Christmas
Hard rock,60943,4952,get-together
Rap,33409,4572,other
Hard rock,71193,33,Christmas
Rap,33846,3550,get-together
Rap,27249,976,Daily
Classical,96562,3248,get-together
Classical,77426,2918,Summer
Rap,95088,4923,office
Rap,343,2220,Summer
Rap,65782,56,Christmas
Rap,86539,3867,get-together
Hard rock,64215,3843,get-together
Rap,88255,6,Summer
Hard rock,90845,4426,office
Rap,40728,98,Summer
Rap,100238,1540,Summer
Rap,61148,79,get-together
Rap,86582,2595,get-together
Hard rock,9051,455,office
Rap,12994,473,get-together
Rap,64062,1035,Summer
Rap,24599,2021,Daily
Classical,104465,465,get-together
Rap,98278,29,Christmas
Rap,50495,5764,other
Classical,105041,477,office
Rap,16188,2045,other
Rap,72676,19,Christmas
Rap,93866,2926,other
Rap,15352,62,Christmas
Hard rock,87092,2326,Summer
Rap,6070,965,get-together
Rap,55492,1499,get-together
Hard rock,9726,20,Christmas
Rap,94093,1032,Summer
Rap,6225,3644,Christmas
Rap,20766,912,Summer
Rap,7379,27,get-together
Rap,29382,1572,other
Rap,24037,0,Christmas
Rap,36887,0,Christmas
Hard rock,11883,1244,Daily
Classical,5727,1047,get-together
Rap,3494,2533,Christmas
Rap,3884,1546,Summer
Hard rock,80777,154,get-together
Rap,35236,2427,get-together
Rap,5947,10,Christmas
Hard rock,17873,40,get-together
Rap,25030,3260,Summer
Rap,37353,682,get-together
Rap,84639,3289,other
Rap,79725,2851,get-together
Classical,97307,0,Christmas
Rap,68905,74,Christmas
Rap,13878,3343,get-together
Rap,54600,3727,Christmas
Rap,91656,48,get-together
Hard rock,58323,40,get-together
Rap,768,82,Christmas
Hard rock,105095,4871,office
Rap,99430,1679,Christmas
Hard rock,6073,748,Daily
Rap,88808,661,Christmas
Rap,62523,3214,other
Rap,60856,1462,Summer
Rap,42485,1073,Summer
Hard rock,104755,2295,Daily
Rap,62697,221,Christmas
Rap,85528,1310,Christmas
Rap,12322,1037,get-together
Rap,34983,0,Christmas
Rap,80035,2437,office
Rap,37805,88,Summer
Hard rock,8724,4852,Daily
Classical,28269,5392,get-together
Rap,8168,3766,get-together
Rap,9233,929,Christmas
Rap,42757,33,Christmas
Rap,88684,2888,Christmas
Rap,13746,3573,Summer
Hard rock,67082,3655,office
Rap,59676,225,Daily
Rap,100879,2599,Summer
Rap,100348,796,other
Hard rock,44841,3741,get-together
Classical,50352,1842,office
Hard rock,47537,20,Christmas
Rap,89656,5,Summer
Rap,49731,3971,office
Classical,96932,668,other
Rap,23948,2260,Christmas
Rap,85701,337,Christmas
Classical,72189,3696,Summer
Hard rock,94154,2307,Christmas
Rap,28804,4327,Daily
Rap,97044,2889,Christmas
Classical,54490,27,get-together
Rap,29764,65,Christmas
Rap,82902,3477,Daily
Rap,78822,2816,Summer
Rap,32723,368,holiday
Rap,84862,47,Christmas
Rap,100512,662,Christmas
Rap,99234,1721,Summer
Rap,79286,43,Summer
Rap,43735,2045,Summer
Rap,55268,66,Christmas
Rap,5679,1236,get-together
Hard rock,61177,1269,Summer
Classical,23076,896,office
Rap,95577,1113,Summer
Rap,87094,26,Christmas
Rap,67524,1689,Summer
Rap,3914,524,office
Classical,93030,65,Christmas
Hard rock,76401,3315,Christmas
Hard rock,22662,1964,Daily
Rap,85038,172,other
Rap,36965,1541,get-together
Rap,70515,3797,Christmas
Rap,79733,721,Summer
Rap,25795,1473,Christmas
Classical,47062,2868,get-together
Rap,86745,5068,Daily
Hard rock,70729,4667,Daily
Rap,10606,1473,Summer
Rap,98296,1568,other
Rap,97459,169,get-together
Classical,25013,858,other
Rap,13454,97,other
Hard rock,95020,653,office
Rap,1191,3716,Summer
Rap,70257,3539,other
Rap,56521,2380,Christmas
Rap,95240,1223,Christmas
Rap,60312,2189,Summer
Classical,37911,4396,Daily
Rap,23264,2814,Summer
Rap,12392,20,Christmas
Classical,53740,1111,Summer
Hard rock,37772,3931,Daily
Rap,26991,1539,Summer
Classical,66662,5,Summer
Hard rock,38448,5474,office
Rap,15840,803,Summer
Classical,54648,3256,get-together
Rap,3494,4422,other
Rap,55563,461,other
Hard rock,37007,40,get-together
Rap,1951,2773,get-together
Rap,91542,5607,get-together
Hard rock,28397,1582,office
Rap,31192,5602,Daily
Rap,26308,4545,get-together
Rap,52358,545,office
Rap,82001,702,holiday
Rap,40762,5144,Summer
Rap,1471,5,Summer
Rap,81924,258,get-together
Rap,67553,92,Christmas
Rap,38482,48,Christmas
Rap,33633,1068,Summer
Rap,103263,879,other
Rap,102169,29,Christmas
Rap,54665,3149,Summer
Rap,85757,5030,other
Rap,72455,58,get-together
Rap,37673,11,Summer
Rap,87790,5,Christmas
Rap,101305,41,other
Rap,100574,353,Daily
Classical,51235,1153,get-together
Rap,98839,4624,holiday
Classical,43642,27,Summer
Classical,5691,3024,Christmas
Rap,105368,3028,Christmas
Rap,49017,258,get-together
Hard rock,28385,3962,office
Rap,43521,85,Summer
Rap,88680,2313,get-together
Classical,88765,9,other
Rap,75115,1,other
Rap,84637,1313,Christmas
Rap,3693,5540,office
Classical,99748,485,Summer
Hard rock,7518,1844,Summer
Rap,13147,3235,Christmas
Rap,73900,226,Daily
Hard rock,3578,2638,Summer
Rap,4453,72,Christmas
Rap,67988,4003,holiday
Rap,105155,545,office
Rap,24744,139,Christmas
Rap,49652,2,holiday
Rap,80929,94,get-together
Hard rock,94576,22,Christmas
Rap,18113,497,other
Rap,18475,141,other
Hard rock,21795,1730,other
Rap,92538,124,Christmas
Rap,64822,5082,other
Hard rock,56205,3,Christmas
Rap,101909,28,Summer
Rap,35169,3475,get-together
Rap,54461,4976,Daily
Hard rock,4299,1877,Daily
Hard rock,52089,4728,office
Rap,63143,29,Summer
Rap,87144,2781,Christmas
Hard rock,31053,2957,Christmas
Rap,1840,6,Christmas
Rap,45647,1410,Summer
Rap,46264,3398,holiday
Rap,72432,1262,office
Rap,93936,2109,other
Hard rock,21219,1083,Summer
Rap,48365,82,Christmas
Rap,103600,451,Summer
Rap,90978,2455,Summer
Rap,33612,1577,Daily
Rap,30876,43,Summer
Classical,64806,2,get-together
Hard rock,46526,361,office
Rap,33907,20,Christmas
Rap,93440,1972,get-together
Rap,12404,3798,Summer
Rap,18005,1670,Summer
Rap,548,1906,Summer
Rap,55504,2311,Christmas
Rap,77629,546,Daily
Rap,66244,3713,Summer
Rap,97756,18,get-together
Rap,42611,2771,office
Rap,69286,400,Summer
Rap,84908,3440,Summer
Rap,99419,2023,Summer
Hard rock,35572,77,get-together
Hard rock,13612,3528,Summer
Rap,13541,7,Summer
Rap,58765,17,Christmas
Rap,51950,2035,Summer
Rap,66369,3772,Summer
Rap,54177,5113,Daily
Rap,83247,2394,holiday
Rap,72679,52,get-together
Rap,78070,150,get-together
Rap,6606,3949,Daily
Rap,49996,1638,Summer
Rap,3485,1130,office
Hard rock,52995,2256,office
Rap,85876,78,other
Classical,35608,47,Christmas
Rap,18944,689,Christmas
Rap,1766,80,Summer
Rap,53421,4024,get-together
Rap,104089,5306,holiday
Rap,88528,217,Summer
Rap,47149,2884,get-together
Hard rock,35458,496,Daily
Rap,2862,2452,Summer
Rap,10024,4370,Daily
Rap,50663,4922,office
Rap,71137,3575,Christmas
Rap,67025,3881,get-together
Rap,571,2914,get-together
Rap,40896,842,Daily
Classical,69361,2092,office
Rap,93895,2,other
Rap,93004,219,Daily
Hard rock,27166,1502,other
Rap,23798,4608,Daily
Classical,96493,2207,Summer
Rap,4819,1816,get-together
Rap,1600,2726,other
Rap,94078,1927,office
Rap,101129,3256,Christmas
Rap,12169,24,Summer
Rap,77504,51,Summer
Rap,59163,255,Christmas
Hard rock,36143,4005,Daily
Rap,19855,253,Summer
Rap,78204,3835,get-together
Rap,78831,3599,other
Classical,37656,63,Summer
Rap,1119,2920,Summer
Rap,7579,1503,get-together
Rap,75060,612,Christmas
Hard rock,93276,1451,Daily
Classical,62855,3619,Christmas
Rap,9809,2436,get-together
Rap,61726,460,other
Rap,58117,2,get-together
Rap,34,901,other
Rap,66982,2134,office
Rap,30880,2178,office
Rap,90368,284,Summer
Rap,27094,3506,Summer
Rap,5083,4815,get-together
Rap,75300,1959,Summer
Hard rock,8886,4387,Daily
Rap,45792,1841,Summer
Rap,85994,100,Summer
Rap,59081,23,Christmas
Rap,102944,3231,office
Rap,20537,1100,other
Rap,12152,853,other
Classical,16635,591,get-together
Hard rock,80884,993,office
Hard rock,102285,396,other
Rap,56491,3524,get-together
Rap,100738,2358,holiday
Rap,17695,1608,Christmas
Rap,91724,12,Summer
Rap,75318,528,Summer
Rap,76371,3470,Summer
Rap,97103,1730,Christmas
Hard rock,30485,3851,Summer
Classical,7195,1851,Summer
Rap,103302,3828,Christmas
Rap,27037,3043,Summer
Hard rock,101532,4401,Daily
Rap,29464,3347,Summer
Rap,26612,29,Christmas
Rap,46217,2615,get-together
Rap,10635,875,Christmas
Rap,69485,2265,Christmas
Hard rock,81403,294,get-together
Rap,87508,2200,Summer
Rap,21262,3447,Summer
Rap,39423,882,Christmas
Rap,82998,2338,Summer
Rap,5572,63,get-together
Rap,47492,20,Christmas
Rap,92646,1825,Summer
Rap,37037,721,Summer
Rap,73467,88,get-together
Classical,45255,3201,get-together
Rap,560,2558,Christmas
Hard rock,75355,1145,Summer
Classical,46808,117,other
Hard rock,79454,2994,Christmas
Rap,98269,2792,get-together
Rap,104444,31,Christmas
Rap,81711,1770,Summer
Rap,42669,2250,Summer
Rap,71708,3290,Christmas
Classical,59093,578,office
Rap,62499,372,Summer
Rap,64737,4078,get-together
Rap,13909,2699,Daily
Rap,15053,3212,Summer
Rap,199,684,office
Rap,86419,15,Christmas
Rap,81764,43,Christmas
Rap,27547,649,get-together
Classical,12686,109,get-together
Rap,26374,3274,office
Rap,58489,56,Christmas
Rap,16108,47,Summer
Rap,69628,63,get-together
Hard rock,98811,286,get-together
Rap,93656,5007,get-together
Classical,41081,45,Summer
Rap,84381,48,Christmas
Hard rock,53247,3769,Daily
Hard rock,78402,1473,get-together
Rap,36690,5376,Daily
Classical,96575,2340,Summer
Rap,329,7,Summer
Classical,39464,3694,office
Rap,26096,4572,other
Rap,68937,3,get-together
Rap,76606,14,other
Rap,17261,1187,Summer
Rap,83232,2,get-together
Rap,46962,5585,Daily
Rap,78188,3789,get-together
Rap,53417,1,Summer
Rap,68729,152,other
Hard rock,65908,3850,office
Rap,88315,2763,Summer
Rap,7723,18,Christmas
Rap,45227,754,get-together
Classical,89604,5242,Daily
Rap,98612,3613,get-together
Rap,32682,39,Christmas
Hard rock,4285,174,Daily
Classical,90579,150,get-together
Rap,14285,1701,Christmas
Rap,31851,2823,Summer
Hard rock,3191,2737,Summer
Rap,56964,801,Summer
Classical,14600,3155,Summer
Classical,3126,3183,Summer
Rap,86582,3232,Daily
Rap,20265,66,Christmas
Rap,46233,48,Summer
Rap,26047,66,Christmas
Rap,46035,124,Summer
Hard rock,72766,1934,office
Rap,32653,3364,office
Classical,1022,725,Christmas
Hard rock,94074,4003,get-together
Rap,76010,2860,Christmas
Hard rock,60183,3359,Summer
Rap,19663,2495,Summer
Rap,86019,1,Christmas
Hard rock,37545,299,Summer
Rap,36820,4815,Summer
Rap,90935,2825,Daily
Rap,23708,661,Summer
Rap,69695,14,Christmas
Rap,64881,2816,other
Hard rock,49982,614,Summer
Rap,16267,5278,other
Classical,39076,5400,other
Rap,35749,7,get-together
Rap,44717,1815,office
Rap,8185,5253,get-together
Hard rock,9281,2496,other
Hard rock,21447,56,Christmas
Classical,88513,2916,office
Rap,30422,1865,Summer
Rap,47961,927,other
Classical,14165,2931,office
Rap,17390,275,Daily
Rap,234,5364,Daily
Rap,81196,7,Christmas
Rap,83192,39,Summer
Rap,62742,2737,Christmas
Classical,64051,315,Christmas
Rap,89075,2781,Christmas
Hard rock,17768,1584,get-together
Rap,7986,1899,Christmas
Classical,21845,416,Christmas
Rap,96497,14,get-together
Rap,65275,76,Summer
Rap,23167,249,get-together
Hard rock,52918,629,Summer
Rap,87743,294,Christmas
Rap,27809,2965,Christmas
Rap,99103,1,Christmas
Rap,3494,3354,other
Rap,91198,1636,other
Rap,94408,2036,get-together
Rap,56667,2455,Summer
Rap,36847,5306,other
Rap,57447,3855,office
Rap,943,224,Christmas
Classical,28646,4830,other
Rap,8213,3599,Summer
Rap,36452,2888,Christmas
Classical,34504,3590,office
Rap,27836,1361,Christmas
Classical,92404,4338,office
Rap,64214,147,holiday
Rap,47,5773,get-together
Rap,59307,119,Summer
Rap,84392,212,Summer
Rap,67518,601,Summer
Classical,79224,3488,office
Rap,10816,17,Christmas
Rap,21015,3707,get-together
Rap,28483,1298,Summer
Rap,102636,432,Summer
Rap,101132,4527,Daily
Rap,71146,315,office
Rap,95571,1441,Summer
Rap,95832,3544,get-together
Rap,29609,5560,other
Hard rock,69687,24,Christmas
Rap,5239,3619,get-together
Rap,72883,1,Christmas
Classical,54007,465,Summer
Rap,70740,2686,Summer
Hard rock,92775,1486,other
Hard rock,5363,1701,Christmas
Rap,39202,1829,get-together
Rap,72600,879,get-together
Rap,53809,4570,Daily
Rap,31775,82,Christmas
Rap,12108,724,Summer
Rap,43027,3216,office
Rap,64886,3080,get-together
Classical,15617,7,Summer
Rap,3563,1730,Summer
Rap,32379,158,other
Rap,65966,2108,other
Classical,105562,3167,get-together
Rap,15105,2849,Daily
Rap,72706,1281,Summer
Rap,39959,4266,get-together
Rap,42877,4548,office
Hard rock,79801,20,Christmas
Rap,70456,9,holiday
Rap,32914,4200,get-together
Rap,17936,2892,office
Rap,68399,14,get-together
Rap,52773,1410,Summer
Rap,77219,78,Summer
Rap,41086,2891,Christmas
Rap,39065,87,get-together
Rap,46089,4762,office
Hard rock,41666,141,Summer
Hard rock,59166,3184,get-together
Rap,100496,3600,Summer
Rap,38849,2391,Christmas
Rap,5557,5211,Daily
Rap,24258,66,Summer
Rap,97913,958,Christmas
Hard rock,100880,5599,Daily
Hard rock,50994,107,Summer
Rap,55848,3500,office
Rap,67347,70,get-together
Rap,83628,1253,get-together
Rap,61399,1973,Christmas
Hard rock,3565,109,office
Rap,95871,3698,other
Rap,67895,407,office
Classical,1742,2832,Christmas
Rap,94475,732,Summer
Hard rock,54442,3110,get-together
Rap,102215,4682,get-together
Rap,78388,673,get-together
Rap,63115,3827,other
Rap,13490,29,Christmas
Rap,35146,142,Summer
Rap,55658,4627,get-together
Rap,75199,30,Summer
Rap,536,97,Summer
Classical,67661,902,Summer
Rap,54794,4135,Daily
Rap,104455,2599,Summer
Rap,19412,3538,other
Rap,26704,3487,get-together
Classical,14942,3772,get-together
Rap,4976,4177,Daily
Rap,104921,3408,other
Classical,43627,497,Summer
Rap,70896,7,Christmas
Rap,27074,5101,Daily
Rap,63677,116,get-together
Rap,18727,5253,Christmas
Rap,51939,3332,Christmas
Rap,102763,253,Summer
Rap,3578,1072,Summer
Rap,4975,1822,Summer
Classical,16960,4779,office
Classical,63461,18,Christmas
Rap,69518,63,get-together
Rap,47358,374,Christmas
Hard rock,54016,3723,other
Rap,36577,3640,get-together
Rap,97645,5560,Christmas
Rap,77729,0,Christmas
Rap,23260,101,Summer
Rap,21043,3262,Summer
Hard rock,57659,3866,get-together
Rap,30801,29,get-together
Rap,12544,14,other
Hard rock,10281,7,get-together
Rap,83597,3352,get-together
Classical,8081,2860,Christmas
Hard rock,47323,866,Christmas
Rap,40794,78,other
Hard rock,15133,1628,Daily
Rap,83701,5122,Summer
Rap,28776,43,Christmas
Rap,12865,16,Christmas
Rap,77334,523,Summer
Hard rock,42655,2172,Christmas
Rap,64170,0,Christmas
Rap,77254,3584,get-together
Rap,22329,3624,Christmas
Rap,11484,1832,office
Rap,58930,3575,Summer
Rap,84458,19,Christmas
Rap,13572,1770,Summer
Rap,54841,33,Summer
Rap,18317,4417,other
Rap,60650,3188,Summer
Rap,13657,100,other
Rap,42556,47,Summer
Rap,25556,5322,Daily
Classical,81647,3411,Christmas
Classical,42516,3405,Christmas
Rap,70059,3607,office
Rap,103491,88,Summer
Classical,55873,862,Summer
Hard rock,99984,1376,Summer
Rap,46198,47,Christmas
Rap,11856,2566,get-together
Rap,67384,16,Summer
Rap,99352,7,get-together
Rap,46668,1257,Summer
Classical,58774,45,Summer
Rap,99327,1143,Summer
Rap,98747,3506,Summer
Hard rock,52304,1585,office
Rap,69314,5414,office
Rap,54317,4588,Daily
Classical,37379,258,Daily
Hard rock,11277,3600,get-together
Rap,38235,1837,Christmas
Hard rock,48123,455,Summer
Rap,69126,419,get-together
Rap,39281,3527,Summer
Rap,70144,19,Summer
Rap,89342,224,Summer
Rap,57005,4709,office
Classical,63231,1637,get-together
Classical,7768,141,other
Classical,39139,3917,Daily
Hard rock,77819,4647,get-together
Rap,104030,209,Christmas
Rap,5242,7,get-together
Rap,42669,1173,Summer
Classical,65945,1538,Christmas
Rap,3634,1972,Christmas
Rap,40818,51,Summer
Rap,67656,3600,Christmas
Rap,12166,2163,get-together
Rap,16769,2120,Christmas
Rap,12101,2706,Summer
Rap,81321,5127,Daily
Rap,11741,1460,Summer
Hard rock,12152,1085,Daily
Rap,68525,37,get-together
Classical,10038,47,other
Rap,59647,732,Summer
Rap,21673,3841,Christmas
Rap,8603,721,Summer
Rap,14158,152,other
Rap,80608,64,Summer
Rap,51804,2001,other
Rap,57745,16,Summer
Rap,72766,3020,get-together
Classical,38241,994,other
Classical,18495,28,get-together
Rap,81337,5821,Daily
Rap,31477,4960,Summer
Rap,74798,31,Christmas
Hard rock,28119,363,other
Classical,103284,3781,get-together
Hard rock,88150,3808,Daily
Rap,64873,4746,Daily
Rap,1269,115,Summer
Hard rock,53927,3369,Christmas
Rap,72189,1776,Christmas
Rap,34919,88,get-together
Rap,16862,2039,other
Classical,13342,2953,Summer
Hard rock,19848,701,get-together
Rap,54699,84,other
Rap,38720,29,Christmas
Rap,63574,100,other
Rap,90161,52,other
Classical,20219,1012,Christmas
Rap,64022,5439,Daily
Rap,44230,4778,other
Rap,47061,2682,get-together
Rap,69059,3097,Christmas
Rap,99122,3235,Summer
Rap,7377,29,Summer
Rap,20208,5117,Daily
Rap,67440,621,Christmas
Rap,85413,1917,Christmas
Rap,56060,3619,get-together
Rap,86968,3187,office
Rap,14267,27,Christmas
Rap,80707,2902,Summer
Rap,35939,2706,Summer
Rap,29105,3329,Christmas
Hard rock,53525,2830,Christmas
Rap,48477,377,office
Rap,28195,4114,get-together
Classical,103374,2781,Summer
Rap,54773,2696,other
Rap,4161,2727,Christmas
Rap,30188,821,get-together
Classical,12651,1802,get-together
Rap,3211,5196,other
Classical,77361,429,Christmas
Rap,68692,3644,Christmas
Rap,23558,11,Christmas
Rap,103157,2161,Summer
Rap,104971,1972,Summer
Hard rock,96078,3284,Summer
Rap,87289,445,Christmas
Rap,61208,1767,office
Rap,97531,4180,Daily
Rap,79896,3172,Summer
Rap,43351,91,Summer
Hard rock,14157,3325,holiday
Rap,18762,668,other
Rap,87903,20,Christmas
Rap,57339,1657,Summer
Rap,15129,3076,Christmas
Classical,99322,3599,Christmas
Rap,34988,32,Christmas
Rap,15809,754,other
Rap,70352,4578,other
Hard rock,84542,165,get-together
Classical,60116,971,Christmas
Rap,98098,1083,Summer
Rap,27470,4493,get-together
Rap,63351,2823,Summer
Rap,66731,2265,Summer
Rap,9748,2793,get-together
Rap,101827,3858,Summer
Rap,69722,4979,office
Rap,29257,1540,other
Rap,41295,3260,Summer
Rap,63611,940,Summer
Rap,31166,892,office
Rap,7642,5573,Daily
Classical,20381,1617,Summer
Rap,35496,3639,Christmas
Rap,34735,1534,Christmas
Rap,57298,7,get-together
Rap,94978,92,Summer
Rap,99366,1812,other
Rap,72750,1218,holiday
Rap,8333,5645,Daily
Rap,33364,30,Summer
Rap,22662,3170,get-together
Hard rock,13921,93,Summer
Hard rock,5220,1830,Christmas
Rap,2095,1662,Summer
Rap,64574,3060,Summer
Rap,43322,1598,other
Rap,1131,2837,Christmas
Classical,20308,28,Christmas
Rap,4208,795,Christmas
Hard rock,45620,3605,get-together
Rap,65451,221,other
Rap,75225,4872,Daily
Rap,24168,3172,Summer
Hard rock,24705,3098,Daily
Classical,93690,3026,Summer
Rap,73494,1196,Summer
Rap,21575,51,Summer
Classical,59056,2225,Christmas
Hard rock,35971,124,Summer
Rap,86746,82,Christmas
Rap,66378,2711,Summer
Rap,24247,249,get-together
Rap,38389,1039,Summer
Rap,27081,66,Christmas
Hard rock,30760,3026,Christmas
Rap,47248,2601,Christmas
Rap,99160,1135,Summer
Rap,85970,104,Summer
Rap,31123,3502,get-together
Rap,37219,1109,get-together
Rap,22165,120,get-together
Classical,97372,3584,other
Rap,79373,3619,get-together
Rap,33607,1302,get-together
Classical,104829,1172,Summer
Rap,98613,33,Christmas
Rap,13019,7,Summer
Rap,83768,82,Christmas
Hard rock,95743,911,get-together
Rap,20398,331,Summer
Rap,53056,1,Summer
Hard rock,24919,14,Christmas
Rap,46713,2177,Summer
Rap,44000,2384,Summer
Rap,91748,1972,Christmas
Classical,28189,1646,Summer
Rap,33218,61,other
Classical,30607,1847,Christmas
Rap,56974,843,Daily
Rap,61277,1031,holiday
Rap,5869,1431,get-together
Classical,97601,1394,Summer
Rap,33435,3855,office
Classical,73496,2099,Summer
Rap,8646,0,Christmas
Rap,49259,831,Summer
Rap,20307,2829,Summer
Hard rock,56634,2991,Summer
Hard rock,29302,47,Summer
Rap,10329,215,Summer
Rap,19822,1362,get-together
Classical,1880,2381,Summer
Rap,44674,2938,office
Classical,73939,1503,get-together
Classical,42519,41,get-together
Rap,53725,3571,Summer
Rap,90013,10,Christmas
Hard rock,60032,20,Christmas
Hard rock,92135,1899,Christmas
Hard rock,38235,5811,Daily
Rap,100156,3221,Christmas
Rap,57522,449,get-together
Classical,27177,97,get-together
Classical,98048,1972,Summer
Classical,61720,5184,office
Rap,23429,4808,Daily
Rap,68704,3772,other
Hard rock,83893,4357,office
Rap,59440,153,Summer
Rap,55089,4267,get-together
Rap,92008,3640,get-together
Rap,93725,2452,Christmas
Rap,72143,44,get-together
Rap,94035,1327,Summer
Hard rock,31919,3756,other
Rap,91717,2706,office
Rap,6514,3619,get-together
Rap,64521,174,holiday
Rap,51617,1212,get-together
Rap,83983,856,Summer
Rap,43308,92,Summer
Rap,67193,2610,holiday
Hard rock,42877,40,get-together
Rap,58288,275,holiday
Hard rock,56421,14,Christmas
Rap,73834,1251,other
Hard rock,94872,841,Christmas
Rap,105506,3898,Christmas
Rap,24526,4578,get-together
Rap,72780,2352,other
Rap,22108,2717,get-together
Hard rock,33291,67,other
Rap,3466,40,get-together
Rap,4921,3257,other
Rap,8790,42,holiday
Classical,77376,106,get-together
Rap,67848,98,other
Classical,22686,1104,Summer
Rap,79521,44,get-together
Hard rock,105480,3632,Daily
Rap,100057,3346,Summer
Hard rock,93389,5381,holiday
Rap,29392,4203,get-together
Rap,89082,3841,get-together
Rap,11008,110,Summer
Rap,68360,3694,Daily
Hard rock,62185,7,Summer
Classical,99267,3901,office
Rap,69923,2351,get-together
Rap,62884,47,Christmas
Rap,54718,3126,Christmas
Rap,101253,100,get-together
Classical,62892,419,Christmas
Rap,73234,2823,Summer
Hard rock,74348,5420,Daily
Rap,39529,3347,other
Rap,57187,3524,Christmas
Classical,102162,1581,get-together
Hard rock,33109,1283,Daily
Rap,87128,3074,Summer
Rap,18559,2921,other
Rap,25882,3663,office
Rap,54475,647,Christmas
Rap,85445,74,Christmas
Rap,63276,100,Summer
Rap,60582,72,Summer
Hard rock,57241,1825,Christmas
Rap,26425,1386,get-together
Rap,16377,5003,Christmas
Rap,86430,1715,other
Rap,80206,47,Christmas
Hard rock,18507,100,Summer
Rap,56878,1252,get-together
Hard rock,54996,74,Summer
Rap,72354,4729,office
Rap,80088,2152,Christmas
Rap,37720,9,Christmas
Classical,83981,1553,Summer
Rap,37288,5211,holiday
Rap,99899,1289,other
Hard rock,12884,100,Summer
Classical,19342,1655,other
Rap,27826,115,Summer
Rap,31239,1052,Summer
Rap,90721,62,Summer
Rap,67661,3291,Summer
Rap,34885,504,Summer
Rap,35302,2569,Daily
Rap,26410,20,Christmas
Classical,52790,131,Christmas
Rap,5392,4779,Daily
Rap,70544,3301,get-together
Rap,87560,10,Christmas
Classical,101806,3348,other
Rap,98229,39,Christmas
Rap,46036,1012,Christmas
Rap,8231,3841,get-together
Classical,104566,527,Summer
Rap,30109,0,Christmas
Classical,62883,35,Christmas
Rap,97047,3092,other
Hard rock,66320,669,get-together
